# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
TPANIC_RS02770	gene-TPANIC_RS02770	TRANSCRIPT_gene-TPANIC_RS02770	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	0	8
TPANIC_RS02775	gene-TPANIC_RS02775	TRANSCRIPT_gene-TPANIC_RS02775	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
TPANIC_RS02795	gene-TPANIC_RS02795	TRANSCRIPT_gene-TPANIC_RS02795	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
TPANIC_RS02800	gene-TPANIC_RS02800	TRANSCRIPT_gene-TPANIC_RS02800	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
TPANIC_RS02805	gene-TPANIC_RS02805	TRANSCRIPT_gene-TPANIC_RS02805	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
TPANIC_RS02810	gene-TPANIC_RS02810	TRANSCRIPT_gene-TPANIC_RS02810	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	1	2
TPANIC_RS02815	gene-TPANIC_RS02815	TRANSCRIPT_gene-TPANIC_RS02815	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	2
TPANIC_RS02820	gene-TPANIC_RS02820	TRANSCRIPT_gene-TPANIC_RS02820	protein_coding	0	0	1	2	0	0	0	0	1	0	1	0	0	0	1
TPANIC_RS02825	gene-TPANIC_RS02825	TRANSCRIPT_gene-TPANIC_RS02825	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	1
TPANIC_RS02830	gene-TPANIC_RS02830	TRANSCRIPT_gene-TPANIC_RS02830	protein_coding	0	0	1	3	0	0	0	0	2	0	1	0	0	0	1
TPANIC_RS02835	gene-TPANIC_RS02835	TRANSCRIPT_gene-TPANIC_RS02835	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	2
TPANIC_RS02845	gene-TPANIC_RS02845	TRANSCRIPT_gene-TPANIC_RS02845	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1
TPANIC_RS02855	gene-TPANIC_RS02855	TRANSCRIPT_gene-TPANIC_RS02855	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
TPANIC_RS02860	gene-TPANIC_RS02860	TRANSCRIPT_gene-TPANIC_RS02860	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
TPANIC_RS02865	gene-TPANIC_RS02865	TRANSCRIPT_gene-TPANIC_RS02865	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
TPANIC_RS02870	gene-TPANIC_RS02870	TRANSCRIPT_gene-TPANIC_RS02870	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
TPANIC_RS02875	gene-TPANIC_RS02875	TRANSCRIPT_gene-TPANIC_RS02875	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
TPANIC_RS02880	gene-TPANIC_RS02880	TRANSCRIPT_gene-TPANIC_RS02880	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
TPANIC_RS02885	gene-TPANIC_RS02885	TRANSCRIPT_gene-TPANIC_RS02885	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
TPANIC_RS02895	gene-TPANIC_RS02895	TRANSCRIPT_gene-TPANIC_RS02895	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
TPANIC_RS02900	gene-TPANIC_RS02900	TRANSCRIPT_gene-TPANIC_RS02900	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1
TPANIC_RS02905	gene-TPANIC_RS02905	rna-TPANIC_RS02905	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
TPANIC_RS02910	gene-TPANIC_RS02910	rna-TPANIC_RS02910	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
TPANIC_RS02915	gene-TPANIC_RS02915	rna-TPANIC_RS02915	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
TPANIC_RS02920	gene-TPANIC_RS02920	rna-TPANIC_RS02920	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
TPANIC_RS02925	gene-TPANIC_RS02925	TRANSCRIPT_gene-TPANIC_RS02925	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
TPANIC_RS02930	gene-TPANIC_RS02930	TRANSCRIPT_gene-TPANIC_RS02930	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	1
TPANIC_RS02935	gene-TPANIC_RS02935	TRANSCRIPT_gene-TPANIC_RS02935	protein_coding	0	0	1	2	0	0	0	0	1	0	1	0	0	0	1
TPANIC_RS02940	gene-TPANIC_RS02940	TRANSCRIPT_gene-TPANIC_RS02940	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
TPANIC_RS02950	gene-TPANIC_RS02950	TRANSCRIPT_gene-TPANIC_RS02950	protein_coding	0	0	1	2	0	0	0	0	1	0	1	0	0	0	1
TPANIC_RS02955	gene-TPANIC_RS02955	TRANSCRIPT_gene-TPANIC_RS02955	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	1
TPANIC_RS02965	gene-TPANIC_RS02965	TRANSCRIPT_gene-TPANIC_RS02965	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
TPANIC_RS02970	gene-TPANIC_RS02970	TRANSCRIPT_gene-TPANIC_RS02970	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
TPANIC_RS02975	gene-TPANIC_RS02975	TRANSCRIPT_gene-TPANIC_RS02975	protein_coding	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0
TPANIC_RS02985	gene-TPANIC_RS02985	TRANSCRIPT_gene-TPANIC_RS02985	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
TPANIC_RS02995	gene-TPANIC_RS02995	rna-TPANIC_RS02995	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
TPANIC_RS03000	gene-TPANIC_RS03000	TRANSCRIPT_gene-TPANIC_RS03000	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	2
TPANIC_RS03015	gene-TPANIC_RS03015	TRANSCRIPT_gene-TPANIC_RS03015	protein_coding	0	0	1	2	0	0	0	0	2	0	1	0	0	0	0
TPANIC_RS03035	gene-TPANIC_RS03035	TRANSCRIPT_gene-TPANIC_RS03035	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	2
TPANIC_RS03040	gene-TPANIC_RS03040	TRANSCRIPT_gene-TPANIC_RS03040	protein_coding	0	0	0	7	0	0	0	0	5	0	0	0	0	0	2
TPANIC_RS03050	gene-TPANIC_RS03050	TRANSCRIPT_gene-TPANIC_RS03050	protein_coding	0	0	0	7	0	0	0	0	1	0	0	0	0	0	6
TPANIC_RS03055	gene-TPANIC_RS03055	TRANSCRIPT_gene-TPANIC_RS03055	protein_coding	0	0	0	7	0	0	0	0	1	0	0	0	0	0	6
TPANIC_RS03060	gene-TPANIC_RS03060	TRANSCRIPT_gene-TPANIC_RS03060	protein_coding	0	0	0	8	0	0	0	0	1	0	0	0	0	0	7
TPANIC_RS03065	gene-TPANIC_RS03065	TRANSCRIPT_gene-TPANIC_RS03065	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	7
TPANIC_RS03070	gene-TPANIC_RS03070	TRANSCRIPT_gene-TPANIC_RS03070	protein_coding	0	3	3	1	0	0	0	0	0	0	3	0	0	3	1
TPANIC_RS03075	gene-TPANIC_RS03075	TRANSCRIPT_gene-TPANIC_RS03075	protein_coding	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0
TPANIC_RS03080	gene-TPANIC_RS03080	TRANSCRIPT_gene-TPANIC_RS03080	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	7
TPANIC_RS03085	gene-TPANIC_RS03085	TRANSCRIPT_gene-TPANIC_RS03085	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
TPANIC_RS03110	gene-TPANIC_RS03110	TRANSCRIPT_gene-TPANIC_RS03110	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
TPANIC_RS03115	gene-TPANIC_RS03115	TRANSCRIPT_gene-TPANIC_RS03115	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
TPANIC_RS03120	gene-TPANIC_RS03120	TRANSCRIPT_gene-TPANIC_RS03120	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
TPANIC_RS03130	gene-TPANIC_RS03130	TRANSCRIPT_gene-TPANIC_RS03130	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
TPANIC_RS03140	gene-TPANIC_RS03140	TRANSCRIPT_gene-TPANIC_RS03140	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
TPANIC_RS03150	gene-TPANIC_RS03150	TRANSCRIPT_gene-TPANIC_RS03150	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1
TPANIC_RS03155	gene-TPANIC_RS03155	rna-TPANIC_RS03155	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
TPANIC_RS03160	gene-TPANIC_RS03160	rna-TPANIC_RS03160	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
TPANIC_RS03165	gene-TPANIC_RS03165	rna-TPANIC_RS03165	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
TPANIC_RS03170	gene-TPANIC_RS03170	TRANSCRIPT_gene-TPANIC_RS03170	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
TPANIC_RS03175	gene-TPANIC_RS03175	TRANSCRIPT_gene-TPANIC_RS03175	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1
TPANIC_RS03180	gene-TPANIC_RS03180	TRANSCRIPT_gene-TPANIC_RS03180	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	1
TPANIC_RS03185	gene-TPANIC_RS03185	TRANSCRIPT_gene-TPANIC_RS03185	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
TPANIC_RS03190	gene-TPANIC_RS03190	TRANSCRIPT_gene-TPANIC_RS03190	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
TPANIC_RS03195	gene-TPANIC_RS03195	TRANSCRIPT_gene-TPANIC_RS03195	protein_coding	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0
TPANIC_RS03200	gene-TPANIC_RS03200	TRANSCRIPT_gene-TPANIC_RS03200	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
TPANIC_RS03210	gene-TPANIC_RS03210	TRANSCRIPT_gene-TPANIC_RS03210	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
TPANIC_RS03215	gene-TPANIC_RS03215	TRANSCRIPT_gene-TPANIC_RS03215	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
TPANIC_RS03275	gene-TPANIC_RS03275	TRANSCRIPT_gene-TPANIC_RS03275	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
TPANIC_RS03280	gene-TPANIC_RS03280	TRANSCRIPT_gene-TPANIC_RS03280	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
TPANIC_RS03285	gene-TPANIC_RS03285	TRANSCRIPT_gene-TPANIC_RS03285	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
TPANIC_RS03290	gene-TPANIC_RS03290	TRANSCRIPT_gene-TPANIC_RS03290	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
TPANIC_RS03295	gene-TPANIC_RS03295	TRANSCRIPT_gene-TPANIC_RS03295	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
TPANIC_RS03300	gene-TPANIC_RS03300	TRANSCRIPT_gene-TPANIC_RS03300	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1
TPANIC_RS03305	gene-TPANIC_RS03305	rna-TPANIC_RS03305	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
TPANIC_RS03310	gene-TPANIC_RS03310	TRANSCRIPT_gene-TPANIC_RS03310	protein_coding	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0
TPANIC_RS03320	gene-TPANIC_RS03320	rna-TPANIC_RS03320	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
TPANIC_RS03365	gene-TPANIC_RS03365	TRANSCRIPT_gene-TPANIC_RS03365	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
TPANIC_RS03370	gene-TPANIC_RS03370	TRANSCRIPT_gene-TPANIC_RS03370	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
TPANIC_RS03385	gene-TPANIC_RS03385	TRANSCRIPT_gene-TPANIC_RS03385	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
TPANIC_RS03390	gene-TPANIC_RS03390	TRANSCRIPT_gene-TPANIC_RS03390	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
TPANIC_RS03395	gene-TPANIC_RS03395	TRANSCRIPT_gene-TPANIC_RS03395	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
TPANIC_RS03400	gene-TPANIC_RS03400	TRANSCRIPT_gene-TPANIC_RS03400	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
TPANIC_RS03405	gene-TPANIC_RS03405	TRANSCRIPT_gene-TPANIC_RS03405	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
TPANIC_RS03445	gene-TPANIC_RS03445	TRANSCRIPT_gene-TPANIC_RS03445	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
TPANIC_RS03450	gene-TPANIC_RS03450	TRANSCRIPT_gene-TPANIC_RS03450	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
TPANIC_RS03455	gene-TPANIC_RS03455	TRANSCRIPT_gene-TPANIC_RS03455	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
TPANIC_RS03460	gene-TPANIC_RS03460	TRANSCRIPT_gene-TPANIC_RS03460	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
TPANIC_RS03465	gene-TPANIC_RS03465	TRANSCRIPT_gene-TPANIC_RS03465	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
TPANIC_RS03470	gene-TPANIC_RS03470	TRANSCRIPT_gene-TPANIC_RS03470	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
TPANIC_RS03475	gene-TPANIC_RS03475	TRANSCRIPT_gene-TPANIC_RS03475	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
TPANIC_RS03480	gene-TPANIC_RS03480	TRANSCRIPT_gene-TPANIC_RS03480	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
TPANIC_RS03485	gene-TPANIC_RS03485	rna-TPANIC_RS03485	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
TPANIC_RS03490	gene-TPANIC_RS03490	TRANSCRIPT_gene-TPANIC_RS03490	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
TPANIC_RS03500	gene-TPANIC_RS03500	TRANSCRIPT_gene-TPANIC_RS03500	protein_coding	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0
TPANIC_RS03505	gene-TPANIC_RS03505	TRANSCRIPT_gene-TPANIC_RS03505	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
TPANIC_RS03510	gene-TPANIC_RS03510	TRANSCRIPT_gene-TPANIC_RS03510	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
TPANIC_RS03515	gene-TPANIC_RS03515	TRANSCRIPT_gene-TPANIC_RS03515	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
TPANIC_RS03525	gene-TPANIC_RS03525	TRANSCRIPT_gene-TPANIC_RS03525	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
TPANIC_RS03570	gene-TPANIC_RS03570	TRANSCRIPT_gene-TPANIC_RS03570	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
TPANIC_RS03585	gene-TPANIC_RS03585	TRANSCRIPT_gene-TPANIC_RS03585	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
TPANIC_RS03595	gene-TPANIC_RS03595	TRANSCRIPT_gene-TPANIC_RS03595	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
TPANIC_RS03600	gene-TPANIC_RS03600	TRANSCRIPT_gene-TPANIC_RS03600	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
TPANIC_RS03615	gene-TPANIC_RS03615	TRANSCRIPT_gene-TPANIC_RS03615	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	2
TPANIC_RS03620	gene-TPANIC_RS03620	TRANSCRIPT_gene-TPANIC_RS03620	protein_coding	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0
TPANIC_RS03625	gene-TPANIC_RS03625	TRANSCRIPT_gene-TPANIC_RS03625	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	1
TPANIC_RS03630	gene-TPANIC_RS03630	TRANSCRIPT_gene-TPANIC_RS03630	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	3
TPANIC_RS03635	gene-TPANIC_RS03635	TRANSCRIPT_gene-TPANIC_RS03635	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	2
TPANIC_RS03650	gene-TPANIC_RS03650	TRANSCRIPT_gene-TPANIC_RS03650	protein_coding	0	1	0	2	0	0	0	0	1	0	0	0	0	1	1
TPANIC_RS03655	gene-TPANIC_RS03655	TRANSCRIPT_gene-TPANIC_RS03655	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	1	2
TPANIC_RS03665	gene-TPANIC_RS03665	TRANSCRIPT_gene-TPANIC_RS03665	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
TPANIC_RS03690	gene-TPANIC_RS03690	TRANSCRIPT_gene-TPANIC_RS03690	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
TPANIC_RS03700	gene-TPANIC_RS03700	TRANSCRIPT_gene-TPANIC_RS03700	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1
TPANIC_RS03705	gene-TPANIC_RS03705	TRANSCRIPT_gene-TPANIC_RS03705	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
TPANIC_RS03715	gene-TPANIC_RS03715	TRANSCRIPT_gene-TPANIC_RS03715	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	2
TPANIC_RS03725	gene-TPANIC_RS03725	TRANSCRIPT_gene-TPANIC_RS03725	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	2
TPANIC_RS03730	gene-TPANIC_RS03730	TRANSCRIPT_gene-TPANIC_RS03730	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	2
TPANIC_RS03740	gene-TPANIC_RS03740	TRANSCRIPT_gene-TPANIC_RS03740	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	3
TPANIC_RS03755	gene-TPANIC_RS03755	TRANSCRIPT_gene-TPANIC_RS03755	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	1
TPANIC_RS03760	gene-TPANIC_RS03760	TRANSCRIPT_gene-TPANIC_RS03760	protein_coding	0	0	1	2	0	0	0	0	0	0	1	0	0	0	2
TPANIC_RS03765	gene-TPANIC_RS03765	TRANSCRIPT_gene-TPANIC_RS03765	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
TPANIC_RS03770	gene-TPANIC_RS03770	TRANSCRIPT_gene-TPANIC_RS03770	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
TPANIC_RS03775	gene-TPANIC_RS03775	TRANSCRIPT_gene-TPANIC_RS03775	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
TPANIC_RS03780	gene-TPANIC_RS03780	TRANSCRIPT_gene-TPANIC_RS03780	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
TPANIC_RS03790	gene-TPANIC_RS03790	TRANSCRIPT_gene-TPANIC_RS03790	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
TPANIC_RS03795	gene-TPANIC_RS03795	TRANSCRIPT_gene-TPANIC_RS03795	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
TPANIC_RS03800	gene-TPANIC_RS03800	TRANSCRIPT_gene-TPANIC_RS03800	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
TPANIC_RS03810	gene-TPANIC_RS03810	TRANSCRIPT_gene-TPANIC_RS03810	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
TPANIC_RS03815	gene-TPANIC_RS03815	TRANSCRIPT_gene-TPANIC_RS03815	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
TPANIC_RS03820	gene-TPANIC_RS03820	TRANSCRIPT_gene-TPANIC_RS03820	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
TPANIC_RS03900	gene-TPANIC_RS03900	TRANSCRIPT_gene-TPANIC_RS03900	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
TPANIC_RS03905	gene-TPANIC_RS03905	TRANSCRIPT_gene-TPANIC_RS03905	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
TPANIC_RS03910	gene-TPANIC_RS03910	TRANSCRIPT_gene-TPANIC_RS03910	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
TPANIC_RS03915	gene-TPANIC_RS03915	TRANSCRIPT_gene-TPANIC_RS03915	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1
TPANIC_RS03920	gene-TPANIC_RS03920	TRANSCRIPT_gene-TPANIC_RS03920	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
TPANIC_RS03925	gene-TPANIC_RS03925	TRANSCRIPT_gene-TPANIC_RS03925	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1
TPANIC_RS03930	gene-TPANIC_RS03930	TRANSCRIPT_gene-TPANIC_RS03930	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
TPANIC_RS03940	gene-TPANIC_RS03940	TRANSCRIPT_gene-TPANIC_RS03940	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
TPANIC_RS03960	gene-TPANIC_RS03960	TRANSCRIPT_gene-TPANIC_RS03960	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
TPANIC_RS03975	gene-TPANIC_RS03975	TRANSCRIPT_gene-TPANIC_RS03975	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
TPANIC_RS03985	gene-TPANIC_RS03985	TRANSCRIPT_gene-TPANIC_RS03985	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
TPANIC_RS03990	gene-TPANIC_RS03990	TRANSCRIPT_gene-TPANIC_RS03990	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
TPANIC_RS04035	gene-TPANIC_RS04035	TRANSCRIPT_gene-TPANIC_RS04035	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
TPANIC_RS04040	gene-TPANIC_RS04040	TRANSCRIPT_gene-TPANIC_RS04040	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
TPANIC_RS04050	gene-TPANIC_RS04050	TRANSCRIPT_gene-TPANIC_RS04050	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
TPANIC_RS04055	gene-TPANIC_RS04055	TRANSCRIPT_gene-TPANIC_RS04055	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
TPANIC_RS04060	gene-TPANIC_RS04060	TRANSCRIPT_gene-TPANIC_RS04060	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
TPANIC_RS04065	gene-TPANIC_RS04065	TRANSCRIPT_gene-TPANIC_RS04065	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
TPANIC_RS04070	gene-TPANIC_RS04070	TRANSCRIPT_gene-TPANIC_RS04070	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
TPANIC_RS04075	gene-TPANIC_RS04075	TRANSCRIPT_gene-TPANIC_RS04075	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
TPANIC_RS04080	gene-TPANIC_RS04080	TRANSCRIPT_gene-TPANIC_RS04080	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
TPANIC_RS04145	gene-TPANIC_RS04145	TRANSCRIPT_gene-TPANIC_RS04145	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
TPANIC_RS04150	gene-TPANIC_RS04150	TRANSCRIPT_gene-TPANIC_RS04150	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
TPANIC_RS04155	gene-TPANIC_RS04155	TRANSCRIPT_gene-TPANIC_RS04155	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
TPANIC_RS04160	gene-TPANIC_RS04160	TRANSCRIPT_gene-TPANIC_RS04160	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
TPANIC_RS04170	gene-TPANIC_RS04170	TRANSCRIPT_gene-TPANIC_RS04170	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
TPANIC_RS04180	gene-TPANIC_RS04180	TRANSCRIPT_gene-TPANIC_RS04180	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
TPANIC_RS04185	gene-TPANIC_RS04185	TRANSCRIPT_gene-TPANIC_RS04185	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
TPANIC_RS04190	gene-TPANIC_RS04190	TRANSCRIPT_gene-TPANIC_RS04190	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
TPANIC_RS04215	gene-TPANIC_RS04215	TRANSCRIPT_gene-TPANIC_RS04215	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
TPANIC_RS04220	gene-TPANIC_RS04220	TRANSCRIPT_gene-TPANIC_RS04220	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
TPANIC_RS04225	gene-TPANIC_RS04225	TRANSCRIPT_gene-TPANIC_RS04225	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1
TPANIC_RS04230	gene-TPANIC_RS04230	TRANSCRIPT_gene-TPANIC_RS04230	protein_coding	0	0	0	5	0	0	0	0	1	0	0	0	0	0	4
TPANIC_RS04235	gene-TPANIC_RS04235	TRANSCRIPT_gene-TPANIC_RS04235	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0
